stadiumId,name,location,capacity
S00521,Nam Dinh Dome 521,Nam Dinh,45500
S00522,Nha Trang Dome 522,Nha Trang,48000
S00523,Binh Duong Dome 523,Binh Duong,78500
S00524,Da Nang Arena 524,Da Nang,67500
S00525,Nam Dinh Arena 525,Nam Dinh,72000
S00526,Nha Trang National Stadium 526,Nha Trang,57000
S00527,Quy Nhon Sports Complex 527,Quy Nhon,51500
S00528,Ho Chi Minh City Park 528,Ho Chi Minh City,71000
S00529,Ho Chi Minh City Sports Complex 529,Ho Chi Minh City,20500
S00530,Da Nang Sports Complex 530,Da Nang,44500
S00531,Binh Duong Arena 531,Binh Duong,69500
S00532,Hue National Stadium 532,Hue,77000
S00533,Hai Phong Dome 533,Hai Phong,73000
S00534,Can Tho National Stadium 534,Can Tho,42000
S00535,Hanoi Dome 535,Hanoi,48000
S00536,Can Tho Arena 536,Can Tho,40500
S00537,Ho Chi Minh City Sports Complex 537,Ho Chi Minh City,29500
S00538,Hanoi Sports Complex 538,Hanoi,76000
S00539,Ho Chi Minh City Sports Complex 539,Ho Chi Minh City,67000
S00540,Da Nang Arena 540,Da Nang,17500
S00541,Nha Trang Dome 541,Nha Trang,60500
S00542,Da Nang Dome 542,Da Nang,44500
S00543,Nam Dinh National Stadium 543,Nam Dinh,74500
S00544,Ho Chi Minh City National Stadium 544,Ho Chi Minh City,32000
S00545,Hai Phong Arena 545,Hai Phong,51000
S00546,Nam Dinh Park 546,Nam Dinh,42500
S00547,Ho Chi Minh City Sports Complex 547,Ho Chi Minh City,30500
S00548,Nha Trang National Stadium 548,Nha Trang,18000
S00549,Hai Phong Dome 549,Hai Phong,57000
S00550,Nam Dinh Dome 550,Nam Dinh,19000
S00551,Ho Chi Minh City Dome 551,Ho Chi Minh City,54000
S00552,Binh Duong National Stadium 552,Binh Duong,56500
S00553,Binh Duong Park 553,Binh Duong,31000
S00554,Da Nang Sports Complex 554,Da Nang,43000
S00555,Hanoi Park 555,Hanoi,38000
S00556,Hai Phong Park 556,Hai Phong,42500
S00557,Da Nang National Stadium 557,Da Nang,49500
S00558,Can Tho National Stadium 558,Can Tho,77500
S00559,Binh Duong Park 559,Binh Duong,48000
S00560,Binh Duong Park 560,Binh Duong,16500
S00561,Hue Dome 561,Hue,18000
S00562,Hue Sports Complex 562,Hue,31500
S00563,Hanoi Sports Complex 563,Hanoi,66500
S00564,Ho Chi Minh City Sports Complex 564,Ho Chi Minh City,31000
S00565,Ho Chi Minh City Park 565,Ho Chi Minh City,63000
S00566,Can Tho Arena 566,Can Tho,18000
S00567,Can Tho Park 567,Can Tho,37000
S00568,Da Nang Dome 568,Da Nang,79500
S00569,Quy Nhon Arena 569,Quy Nhon,68000
S00570,Da Nang National Stadium 570,Da Nang,62000
S00571,Quy Nhon National Stadium 571,Quy Nhon,34000
S00572,Hai Phong National Stadium 572,Hai Phong,67000
S00573,Hai Phong National Stadium 573,Hai Phong,35500
S00574,Nha Trang Park 574,Nha Trang,41000
S00575,Binh Duong Dome 575,Binh Duong,31500
S00576,Hanoi Arena 576,Hanoi,34000
S00577,Can Tho National Stadium 577,Can Tho,71500
S00578,Can Tho Sports Complex 578,Can Tho,23000
S00579,Can Tho Dome 579,Can Tho,73500
S00580,Hue Dome 580,Hue,73500
S00581,Hue Sports Complex 581,Hue,79000
S00582,Da Nang Dome 582,Da Nang,60500
S00583,Quy Nhon Sports Complex 583,Quy Nhon,75500
S00584,Binh Duong Sports Complex 584,Binh Duong,67500
S00585,Ho Chi Minh City Dome 585,Ho Chi Minh City,20000
S00586,Hue Park 586,Hue,69000
S00587,Da Nang Park 587,Da Nang,34500
S00588,Can Tho National Stadium 588,Can Tho,20000
S00589,Can Tho Sports Complex 589,Can Tho,35000
S00590,Quy Nhon Park 590,Quy Nhon,62000
S00591,Hue Arena 591,Hue,60000
S00592,Quy Nhon Sports Complex 592,Quy Nhon,44500
S00593,Hanoi Sports Complex 593,Hanoi,55500
S00594,Hue Sports Complex 594,Hue,57000
S00595,Hanoi National Stadium 595,Hanoi,59000
S00596,Hue Sports Complex 596,Hue,48500
S00597,Da Nang National Stadium 597,Da Nang,24500
S00598,Nam Dinh Dome 598,Nam Dinh,17500
S00599,Da Nang National Stadium 599,Da Nang,30500
S00600,Can Tho Sports Complex 600,Can Tho,40000
S00601,Nam Dinh National Stadium 601,Nam Dinh,54500
S00602,Da Nang Dome 602,Da Nang,77000
S00603,Can Tho Sports Complex 603,Can Tho,44000
S00604,Ho Chi Minh City Park 604,Ho Chi Minh City,24000
S00605,Binh Duong Sports Complex 605,Binh Duong,41000
S00606,Can Tho Sports Complex 606,Can Tho,31500
S00607,Ho Chi Minh City National Stadium 607,Ho Chi Minh City,63000
S00608,Da Nang Dome 608,Da Nang,49000
S00609,Hue Park 609,Hue,22500
S00610,Nha Trang Sports Complex 610,Nha Trang,61000
S00611,Quy Nhon Arena 611,Quy Nhon,55000
S00612,Nha Trang Dome 612,Nha Trang,28000
S00613,Ho Chi Minh City Arena 613,Ho Chi Minh City,71000
S00614,Ho Chi Minh City Dome 614,Ho Chi Minh City,26500
S00615,Quy Nhon National Stadium 615,Quy Nhon,68000
S00616,Can Tho Sports Complex 616,Can Tho,61500
S00617,Ho Chi Minh City Park 617,Ho Chi Minh City,50500
S00618,Nha Trang Sports Complex 618,Nha Trang,71000
S00619,Da Nang Arena 619,Da Nang,67000
S00620,Can Tho Park 620,Can Tho,29500
S00621,Ho Chi Minh City Arena 621,Ho Chi Minh City,67000
S00622,Da Nang Arena 622,Da Nang,67000
S00623,Quy Nhon National Stadium 623,Quy Nhon,38500
S00624,Binh Duong Park 624,Binh Duong,39000
S00625,Quy Nhon Park 625,Quy Nhon,23500
S00626,Nam Dinh National Stadium 626,Nam Dinh,19500
S00627,Nha Trang Dome 627,Nha Trang,62000
S00628,Quy Nhon Park 628,Quy Nhon,42000
S00629,Hue Park 629,Hue,20000
S00630,Da Nang Sports Complex 630,Da Nang,57000
S00631,Ho Chi Minh City Dome 631,Ho Chi Minh City,45500
S00632,Binh Duong Sports Complex 632,Binh Duong,23500
S00633,Binh Duong Park 633,Binh Duong,27000
S00634,Da Nang Dome 634,Da Nang,48000
S00635,Hanoi National Stadium 635,Hanoi,49000
S00636,Da Nang Sports Complex 636,Da Nang,26000
S00637,Da Nang Sports Complex 637,Da Nang,76500
S00638,Hai Phong Sports Complex 638,Hai Phong,77000
S00639,Binh Duong Sports Complex 639,Binh Duong,70500
S00640,Ho Chi Minh City Sports Complex 640,Ho Chi Minh City,28000
S00641,Binh Duong Sports Complex 641,Binh Duong,23000
S00642,Nha Trang Park 642,Nha Trang,50000
S00643,Ho Chi Minh City Park 643,Ho Chi Minh City,57000
S00644,Da Nang Park 644,Da Nang,76500
S00645,Nam Dinh Arena 645,Nam Dinh,26000
S00646,Nam Dinh Park 646,Nam Dinh,37000
S00647,Nam Dinh National Stadium 647,Nam Dinh,69000
S00648,Hanoi National Stadium 648,Hanoi,18000
S00649,Nam Dinh Sports Complex 649,Nam Dinh,57500
S00650,Hai Phong Park 650,Hai Phong,42500
S00651,Nam Dinh National Stadium 651,Nam Dinh,47500
S00652,Binh Duong Sports Complex 652,Binh Duong,57000
S00653,Nha Trang Dome 653,Nha Trang,31000
S00654,Hue Sports Complex 654,Hue,44500
S00655,Ho Chi Minh City National Stadium 655,Ho Chi Minh City,25500
S00656,Quy Nhon Dome 656,Quy Nhon,46500
S00657,Quy Nhon Arena 657,Quy Nhon,37500
S00658,Nam Dinh Arena 658,Nam Dinh,35500
S00659,Can Tho Sports Complex 659,Can Tho,79000
S00660,Hue Arena 660,Hue,65000
S00661,Can Tho Park 661,Can Tho,52000
S00662,Ho Chi Minh City Sports Complex 662,Ho Chi Minh City,31000
S00663,Quy Nhon National Stadium 663,Quy Nhon,32500
S00664,Quy Nhon Arena 664,Quy Nhon,24000
S00665,Ho Chi Minh City National Stadium 665,Ho Chi Minh City,34000
S00666,Hue Park 666,Hue,42500
S00667,Hai Phong Arena 667,Hai Phong,68500
S00668,Can Tho Park 668,Can Tho,62500
S00669,Can Tho Arena 669,Can Tho,65000
S00670,Da Nang Dome 670,Da Nang,48500
S00671,Quy Nhon Dome 671,Quy Nhon,72500
S00672,Nha Trang Dome 672,Nha Trang,16500
S00673,Ho Chi Minh City Dome 673,Ho Chi Minh City,48000
S00674,Quy Nhon Arena 674,Quy Nhon,29000
S00675,Nam Dinh Sports Complex 675,Nam Dinh,18000
S00676,Hanoi Sports Complex 676,Hanoi,47500
S00677,Nam Dinh Dome 677,Nam Dinh,33500
S00678,Binh Duong National Stadium 678,Binh Duong,70500
S00679,Ho Chi Minh City Dome 679,Ho Chi Minh City,24000
S00680,Nha Trang Sports Complex 680,Nha Trang,65000
S00681,Hue Sports Complex 681,Hue,18000
S00682,Hue National Stadium 682,Hue,52500
S00683,Binh Duong Arena 683,Binh Duong,39000
S00684,Binh Duong Sports Complex 684,Binh Duong,20000
S00685,Hue Park 685,Hue,44500
S00686,Binh Duong Sports Complex 686,Binh Duong,69000
S00687,Nam Dinh Park 687,Nam Dinh,23000
S00688,Da Nang National Stadium 688,Da Nang,41000
S00689,Can Tho Sports Complex 689,Can Tho,51500
S00690,Can Tho Arena 690,Can Tho,28000
S00691,Nam Dinh Park 691,Nam Dinh,41500
S00692,Binh Duong National Stadium 692,Binh Duong,18000
S00693,Hanoi Arena 693,Hanoi,62000
S00694,Can Tho Dome 694,Can Tho,49000
S00695,Quy Nhon Arena 695,Quy Nhon,54500
S00696,Binh Duong Arena 696,Binh Duong,36500
S00697,Nam Dinh Sports Complex 697,Nam Dinh,25500
S00698,Hue Park 698,Hue,63500
S00699,Nha Trang Park 699,Nha Trang,37000
S00700,Binh Duong Park 700,Binh Duong,50000
S00701,Quy Nhon Park 701,Quy Nhon,34500
S00702,Quy Nhon National Stadium 702,Quy Nhon,39000
S00703,Can Tho National Stadium 703,Can Tho,79000
S00704,Hue Park 704,Hue,35000
S00705,Hanoi Park 705,Hanoi,46000
S00706,Nha Trang Park 706,Nha Trang,53000
S00707,Hai Phong National Stadium 707,Hai Phong,53000
S00708,Quy Nhon Arena 708,Quy Nhon,49500
S00709,Nam Dinh Dome 709,Nam Dinh,24500
S00710,Hai Phong National Stadium 710,Hai Phong,52500
S00711,Ho Chi Minh City Arena 711,Ho Chi Minh City,16000
S00712,Quy Nhon Sports Complex 712,Quy Nhon,42500
S00713,Da Nang Dome 713,Da Nang,60500
S00714,Hai Phong Dome 714,Hai Phong,48000
S00715,Nam Dinh Dome 715,Nam Dinh,72000
S00716,Hanoi Arena 716,Hanoi,49000
S00717,Hai Phong Park 717,Hai Phong,36500
S00718,Quy Nhon Park 718,Quy Nhon,39500
S00719,Can Tho Arena 719,Can Tho,45000
S00720,Binh Duong Sports Complex 720,Binh Duong,51000
S00721,Can Tho Sports Complex 721,Can Tho,55000
S00722,Quy Nhon Arena 722,Quy Nhon,77500
S00723,Hai Phong Sports Complex 723,Hai Phong,51500
S00724,Nha Trang Arena 724,Nha Trang,76500
S00725,Nha Trang Sports Complex 725,Nha Trang,61000
S00726,Hai Phong Dome 726,Hai Phong,36000
S00727,Quy Nhon Sports Complex 727,Quy Nhon,51500
S00728,Nha Trang Sports Complex 728,Nha Trang,23000
S00729,Nam Dinh Park 729,Nam Dinh,40000
S00730,Hue Sports Complex 730,Hue,77500
S00731,Da Nang Sports Complex 731,Da Nang,18000
S00732,Nha Trang National Stadium 732,Nha Trang,37500
S00733,Quy Nhon Sports Complex 733,Quy Nhon,64000
S00734,Quy Nhon Arena 734,Quy Nhon,28000
S00735,Binh Duong Sports Complex 735,Binh Duong,76000
S00736,Binh Duong Sports Complex 736,Binh Duong,24000
S00737,Ho Chi Minh City Park 737,Ho Chi Minh City,63500
S00738,Nam Dinh Arena 738,Nam Dinh,31000
S00739,Hanoi Park 739,Hanoi,30000
S00740,Hai Phong National Stadium 740,Hai Phong,21500
S00741,Hue Sports Complex 741,Hue,62000
S00742,Quy Nhon National Stadium 742,Quy Nhon,59500
S00743,Da Nang National Stadium 743,Da Nang,78000
S00744,Binh Duong Arena 744,Binh Duong,41500
S00745,Quy Nhon Dome 745,Quy Nhon,57500
S00746,Hai Phong Sports Complex 746,Hai Phong,36000
S00747,Nha Trang National Stadium 747,Nha Trang,74500
S00748,Ho Chi Minh City Park 748,Ho Chi Minh City,30000
S00749,Binh Duong National Stadium 749,Binh Duong,75000
S00750,Da Nang Dome 750,Da Nang,73000
S00751,Da Nang National Stadium 751,Da Nang,70000
S00752,Hue Dome 752,Hue,27000
S00753,Nha Trang National Stadium 753,Nha Trang,15500
S00754,Nha Trang Park 754,Nha Trang,54500
S00755,Ho Chi Minh City Sports Complex 755,Ho Chi Minh City,33500
S00756,Quy Nhon Park 756,Quy Nhon,49500
S00757,Quy Nhon Arena 757,Quy Nhon,71000
S00758,Binh Duong Dome 758,Binh Duong,33000
S00759,Hai Phong National Stadium 759,Hai Phong,36500
S00760,Da Nang Dome 760,Da Nang,57500
S00761,Nha Trang Arena 761,Nha Trang,16000
S00762,Can Tho Sports Complex 762,Can Tho,52000
S00763,Hai Phong Arena 763,Hai Phong,55000
S00764,Hue Dome 764,Hue,49000
S00765,Can Tho National Stadium 765,Can Tho,41500
S00766,Ho Chi Minh City Arena 766,Ho Chi Minh City,79500
S00767,Da Nang Dome 767,Da Nang,36000
S00768,Hai Phong National Stadium 768,Hai Phong,32000
S00769,Hue Arena 769,Hue,44500
S00770,Nha Trang Sports Complex 770,Nha Trang,35000
S00771,Nam Dinh Park 771,Nam Dinh,15500
S00772,Nha Trang Sports Complex 772,Nha Trang,60500
S00773,Hai Phong National Stadium 773,Hai Phong,59000
S00774,Ho Chi Minh City Dome 774,Ho Chi Minh City,35000
S00775,Da Nang Dome 775,Da Nang,60000
S00776,Binh Duong Sports Complex 776,Binh Duong,60000
S00777,Ho Chi Minh City Sports Complex 777,Ho Chi Minh City,39000
S00778,Nam Dinh Arena 778,Nam Dinh,29500
S00779,Da Nang Dome 779,Da Nang,25000
S00780,Quy Nhon Park 780,Quy Nhon,39500
S00781,Hue Park 781,Hue,75000
S00782,Quy Nhon Park 782,Quy Nhon,67500
S00783,Hai Phong Arena 783,Hai Phong,59500
S00784,Nam Dinh National Stadium 784,Nam Dinh,49500
S00785,Quy Nhon Park 785,Quy Nhon,61000
S00786,Can Tho National Stadium 786,Can Tho,75000
S00787,Nam Dinh National Stadium 787,Nam Dinh,19000
S00788,Binh Duong Park 788,Binh Duong,28000
S00789,Nam Dinh Park 789,Nam Dinh,25000
S00790,Da Nang Sports Complex 790,Da Nang,71000
S00791,Binh Duong Dome 791,Binh Duong,22500
S00792,Hai Phong Park 792,Hai Phong,47000
S00793,Ho Chi Minh City Park 793,Ho Chi Minh City,44000
S00794,Hanoi Dome 794,Hanoi,23500
S00795,Binh Duong Dome 795,Binh Duong,45000
S00796,Nam Dinh National Stadium 796,Nam Dinh,51500
S00797,Quy Nhon Sports Complex 797,Quy Nhon,62500
S00798,Hanoi Dome 798,Hanoi,31500
S00799,Hanoi Arena 799,Hanoi,53000
S00800,Ho Chi Minh City National Stadium 800,Ho Chi Minh City,43000
S00801,Can Tho National Stadium 801,Can Tho,50500
S00802,Hanoi National Stadium 802,Hanoi,79500
S00803,Quy Nhon National Stadium 803,Quy Nhon,34000
S00804,Hue Arena 804,Hue,65500
S00805,Da Nang Dome 805,Da Nang,39500
S00806,Hue Dome 806,Hue,72000
S00807,Hue Dome 807,Hue,20500
S00808,Binh Duong Arena 808,Binh Duong,58000
S00809,Can Tho National Stadium 809,Can Tho,26500
S00810,Binh Duong Dome 810,Binh Duong,49500
S00811,Da Nang Arena 811,Da Nang,69500
S00812,Hanoi National Stadium 812,Hanoi,79000
S00813,Nha Trang Dome 813,Nha Trang,59000
S00814,Binh Duong Dome 814,Binh Duong,50000
S00815,Hue Arena 815,Hue,31000
S00816,Quy Nhon Sports Complex 816,Quy Nhon,25000
S00817,Nha Trang Arena 817,Nha Trang,76500
S00818,Ho Chi Minh City National Stadium 818,Ho Chi Minh City,68000
S00819,Hue Park 819,Hue,65000
S00820,Hanoi Arena 820,Hanoi,28500
S00821,Ho Chi Minh City National Stadium 821,Ho Chi Minh City,54000
S00822,Hanoi Dome 822,Hanoi,54000
S00823,Hanoi Arena 823,Hanoi,63500
S00824,Hanoi Dome 824,Hanoi,44000
S00825,Hai Phong Park 825,Hai Phong,29000
S00826,Hanoi Arena 826,Hanoi,48000
S00827,Nha Trang Arena 827,Nha Trang,68500
S00828,Nam Dinh Sports Complex 828,Nam Dinh,53000
S00829,Nam Dinh Sports Complex 829,Nam Dinh,30500
S00830,Nha Trang Arena 830,Nha Trang,79500
S00831,Binh Duong Arena 831,Binh Duong,42000
S00832,Nha Trang Sports Complex 832,Nha Trang,19000
S00833,Binh Duong Park 833,Binh Duong,72500
S00834,Da Nang Dome 834,Da Nang,51500
S00835,Quy Nhon National Stadium 835,Quy Nhon,78500
S00836,Can Tho Dome 836,Can Tho,66500
S00837,Binh Duong Sports Complex 837,Binh Duong,60500
S00838,Hue Dome 838,Hue,25000
S00839,Nha Trang Dome 839,Nha Trang,27000
S00840,Binh Duong Dome 840,Binh Duong,31000
S00841,Hai Phong Sports Complex 841,Hai Phong,71000
S00842,Da Nang Dome 842,Da Nang,75000
S00843,Hanoi Park 843,Hanoi,42000
S00844,Hue Park 844,Hue,49500
S00845,Da Nang Dome 845,Da Nang,31000
S00846,Nha Trang Arena 846,Nha Trang,36500
S00847,Ho Chi Minh City Dome 847,Ho Chi Minh City,70500
S00848,Can Tho National Stadium 848,Can Tho,50000
S00849,Hai Phong National Stadium 849,Hai Phong,32500
S00850,Hue Park 850,Hue,54500
S00851,Hanoi National Stadium 851,Hanoi,27500
S00852,Nam Dinh Park 852,Nam Dinh,29000
S00853,Quy Nhon Arena 853,Quy Nhon,72000
S00854,Can Tho Sports Complex 854,Can Tho,77500
S00855,Hanoi Arena 855,Hanoi,76500
S00856,Hai Phong National Stadium 856,Hai Phong,64000
S00857,Quy Nhon Arena 857,Quy Nhon,60500
S00858,Nam Dinh Arena 858,Nam Dinh,41000
S00859,Hai Phong Park 859,Hai Phong,36000
S00860,Nha Trang Dome 860,Nha Trang,45500
S00861,Binh Duong Sports Complex 861,Binh Duong,35000
S00862,Nha Trang Sports Complex 862,Nha Trang,48500
S00863,Quy Nhon Dome 863,Quy Nhon,21500
S00864,Quy Nhon Sports Complex 864,Quy Nhon,75000
S00865,Hai Phong Sports Complex 865,Hai Phong,35500
S00866,Hue National Stadium 866,Hue,52000
S00867,Hai Phong Arena 867,Hai Phong,16000
S00868,Nha Trang Park 868,Nha Trang,76500
S00869,Nam Dinh Park 869,Nam Dinh,62000
S00870,Hue Sports Complex 870,Hue,25000
S00871,Hai Phong Sports Complex 871,Hai Phong,30000
S00872,Hue Park 872,Hue,69500
S00873,Hai Phong Dome 873,Hai Phong,51000
S00874,Can Tho Sports Complex 874,Can Tho,65000
S00875,Quy Nhon Dome 875,Quy Nhon,45000
S00876,Da Nang Sports Complex 876,Da Nang,26000
S00877,Da Nang Park 877,Da Nang,47000
S00878,Da Nang Park 878,Da Nang,80000
S00879,Hanoi Park 879,Hanoi,17000
S00880,Ho Chi Minh City National Stadium 880,Ho Chi Minh City,65000
S00881,Hanoi Dome 881,Hanoi,24000
S00882,Hai Phong National Stadium 882,Hai Phong,61500
S00883,Da Nang National Stadium 883,Da Nang,29500
S00884,Binh Duong Dome 884,Binh Duong,39500
S00885,Hanoi Park 885,Hanoi,57000
S00886,Nam Dinh Dome 886,Nam Dinh,58000
S00887,Quy Nhon National Stadium 887,Quy Nhon,15500
S00888,Binh Duong Park 888,Binh Duong,42000
S00889,Hanoi National Stadium 889,Hanoi,49500
S00890,Nha Trang Park 890,Nha Trang,79000
S00891,Nha Trang National Stadium 891,Nha Trang,48000
S00892,Hue Arena 892,Hue,22000
S00893,Ho Chi Minh City Park 893,Ho Chi Minh City,25000
S00894,Hai Phong Arena 894,Hai Phong,55500
S00895,Binh Duong Sports Complex 895,Binh Duong,68500
S00896,Can Tho Sports Complex 896,Can Tho,67000
S00897,Hue National Stadium 897,Hue,39500
S00898,Hue Dome 898,Hue,52000
S00899,Hai Phong Arena 899,Hai Phong,34500
S00900,Ho Chi Minh City National Stadium 900,Ho Chi Minh City,21000
S00901,Hue Dome 901,Hue,39500
S00902,Binh Duong Dome 902,Binh Duong,18500
S00903,Hanoi Arena 903,Hanoi,20500
S00904,Quy Nhon Dome 904,Quy Nhon,57500
S00905,Can Tho Park 905,Can Tho,79000
S00906,Ho Chi Minh City Park 906,Ho Chi Minh City,75000
S00907,Hanoi Arena 907,Hanoi,29000
S00908,Nam Dinh Dome 908,Nam Dinh,33000
S00909,Hanoi National Stadium 909,Hanoi,60000
S00910,Nha Trang Park 910,Nha Trang,52000
S00911,Hanoi Arena 911,Hanoi,76000
S00912,Can Tho National Stadium 912,Can Tho,78000
S00913,Hai Phong Park 913,Hai Phong,24500
S00914,Hue National Stadium 914,Hue,34500
S00915,Da Nang Park 915,Da Nang,31000
S00916,Nam Dinh Dome 916,Nam Dinh,59500
S00917,Binh Duong Sports Complex 917,Binh Duong,40000
S00918,Da Nang National Stadium 918,Da Nang,48000
S00919,Can Tho National Stadium 919,Can Tho,21500
S00920,Hue Arena 920,Hue,70000
S00921,Ho Chi Minh City Sports Complex 921,Ho Chi Minh City,54500
S00922,Nam Dinh Park 922,Nam Dinh,41000
S00923,Can Tho National Stadium 923,Can Tho,56500
S00924,Nha Trang Dome 924,Nha Trang,47000
S00925,Hai Phong Sports Complex 925,Hai Phong,51000
S00926,Hue Dome 926,Hue,27000
S00927,Nam Dinh Dome 927,Nam Dinh,20500
S00928,Nam Dinh Sports Complex 928,Nam Dinh,67500
S00929,Hai Phong National Stadium 929,Hai Phong,20500
S00930,Nha Trang Arena 930,Nha Trang,40000
S00931,Da Nang Dome 931,Da Nang,36000
S00932,Can Tho National Stadium 932,Can Tho,21000
S00933,Hanoi Sports Complex 933,Hanoi,44000
S00934,Can Tho Sports Complex 934,Can Tho,21500
S00935,Da Nang National Stadium 935,Da Nang,27500
S00936,Hue Dome 936,Hue,51500
S00937,Binh Duong Park 937,Binh Duong,41500
S00938,Ho Chi Minh City National Stadium 938,Ho Chi Minh City,21000
S00939,Can Tho Park 939,Can Tho,21000
S00940,Nam Dinh Park 940,Nam Dinh,66500
S00941,Can Tho Dome 941,Can Tho,16000
S00942,Nha Trang Dome 942,Nha Trang,40500
S00943,Ho Chi Minh City Park 943,Ho Chi Minh City,74500
S00944,Hai Phong Park 944,Hai Phong,49000
S00945,Da Nang Dome 945,Da Nang,26000
S00946,Da Nang Sports Complex 946,Da Nang,34500
S00947,Nha Trang Dome 947,Nha Trang,24500
S00948,Ho Chi Minh City Arena 948,Ho Chi Minh City,43500
S00949,Nha Trang Dome 949,Nha Trang,34500
S00950,Quy Nhon National Stadium 950,Quy Nhon,38500
S00951,Nha Trang Arena 951,Nha Trang,62000
S00952,Quy Nhon Park 952,Quy Nhon,55500
S00953,Hai Phong Dome 953,Hai Phong,22000
S00954,Da Nang Sports Complex 954,Da Nang,15500
S00955,Hue Sports Complex 955,Hue,70000
S00956,Nam Dinh Dome 956,Nam Dinh,67500
S00957,Can Tho Dome 957,Can Tho,37000
S00958,Hue Park 958,Hue,24000
S00959,Nha Trang Sports Complex 959,Nha Trang,54500
S00960,Hai Phong Dome 960,Hai Phong,35500
S00961,Da Nang Dome 961,Da Nang,78500
S00962,Can Tho Sports Complex 962,Can Tho,63000
S00963,Quy Nhon Park 963,Quy Nhon,66000
S00964,Hai Phong Sports Complex 964,Hai Phong,39500
S00965,Nha Trang Dome 965,Nha Trang,39000
S00966,Ho Chi Minh City Park 966,Ho Chi Minh City,28000
S00967,Nam Dinh Park 967,Nam Dinh,27000
S00968,Binh Duong National Stadium 968,Binh Duong,77500
S00969,Quy Nhon Arena 969,Quy Nhon,43500
S00970,Nha Trang National Stadium 970,Nha Trang,68500
S00971,Hue Dome 971,Hue,24000
S00972,Nha Trang Arena 972,Nha Trang,31500
S00973,Da Nang Dome 973,Da Nang,66500
S00974,Hue National Stadium 974,Hue,44500
S00975,Nam Dinh Dome 975,Nam Dinh,53000
S00976,Hue Park 976,Hue,48000
S00977,Hue Park 977,Hue,17500
S00978,Can Tho Park 978,Can Tho,54000
S00979,Ho Chi Minh City National Stadium 979,Ho Chi Minh City,65500
S00980,Hai Phong Sports Complex 980,Hai Phong,26000
S00981,Nam Dinh National Stadium 981,Nam Dinh,52000
S00982,Hue Sports Complex 982,Hue,78500
S00983,Hue National Stadium 983,Hue,15500
S00984,Ho Chi Minh City Sports Complex 984,Ho Chi Minh City,29500
S00985,Binh Duong Park 985,Binh Duong,51500
S00986,Nam Dinh Park 986,Nam Dinh,29500
S00987,Quy Nhon Sports Complex 987,Quy Nhon,40500
S00988,Quy Nhon Park 988,Quy Nhon,60000
S00989,Binh Duong Arena 989,Binh Duong,37500
S00990,Hanoi Dome 990,Hanoi,22000
S00991,Nha Trang Dome 991,Nha Trang,75500
S00992,Ho Chi Minh City National Stadium 992,Ho Chi Minh City,69500
S00993,Da Nang Sports Complex 993,Da Nang,35500
S00994,Can Tho Dome 994,Can Tho,66500
S00995,Hai Phong Park 995,Hai Phong,46500
S00996,Can Tho Dome 996,Can Tho,21500
S00997,Quy Nhon Dome 997,Quy Nhon,36000
S00998,Ho Chi Minh City Sports Complex 998,Ho Chi Minh City,18000
S00999,Ho Chi Minh City National Stadium 999,Ho Chi Minh City,70500
S01000,Can Tho National Stadium 1000,Can Tho,59500
